amon(t-1),amon(t-2),amon(t-3),amon(t-4),amon(t-5),amon(t-6),amon(t-7),amon(t-8),amon(t-9),amon(t-10),amon(t-11),amon(t-12),ao(t-1),ao(t-2),ao(t-3),ao(t-4),ao(t-5),ao(t-6),ao(t-7),ao(t-8),ao(t-9),ao(t-10),ao(t-11),ao(t-12),nao(t-1),nao(t-2),nao(t-3),nao(t-4),nao(t-5),nao(t-6),nao(t-7),nao(t-8),nao(t-9),nao(t-10),nao(t-11),nao(t-12),nino3(t-1),nino3(t-2),nino3(t-3),nino3(t-4),nino3(t-5),nino3(t-6),nino3(t-7),nino3(t-8),nino3(t-9),nino3(t-10),nino3(t-11),nino3(t-12),nino4(t-1),nino4(t-2),nino4(t-3),nino4(t-4),nino4(t-5),nino4(t-6),nino4(t-7),nino4(t-8),nino4(t-9),nino4(t-10),nino4(t-11),nino4(t-12),nino12(t-1),nino12(t-2),nino12(t-3),nino12(t-4),nino12(t-5),nino12(t-6),nino12(t-7),nino12(t-8),nino12(t-9),nino12(t-10),nino12(t-11),nino12(t-12),nino34(t-1),nino34(t-2),nino34(t-3),nino34(t-4),nino34(t-5),nino34(t-6),nino34(t-7),nino34(t-8),nino34(t-9),nino34(t-10),nino34(t-11),nino34(t-12),pdo(t-1),pdo(t-2),pdo(t-3),pdo(t-4),pdo(t-5),pdo(t-6),pdo(t-7),pdo(t-8),pdo(t-9),pdo(t-10),pdo(t-11),pdo(t-12),soi(t-1),soi(t-2),soi(t-3),soi(t-4),soi(t-5),soi(t-6),soi(t-7),soi(t-8),soi(t-9),soi(t-10),soi(t-11),soi(t-12),tpi(t-1),tpi(t-2),tpi(t-3),tpi(t-4),tpi(t-5),tpi(t-6),tpi(t-7),tpi(t-8),tpi(t-9),tpi(t-10),tpi(t-11),tpi(t-12),FLOW_1(t-1),FLOW_1(t-2),FLOW_1(t-3),FLOW_1(t-4),FLOW_1(t-5),FLOW_1(t-6),FLOW_2(t-1),FLOW_2(t-2),FLOW_2(t-3),FLOW_2(t-4),FLOW_2(t-5),FLOW_2(t-6),FLOW_3(t-1),FLOW_3(t-2),FLOW_3(t-3),FLOW_3(t-4),FLOW_3(t-5),FLOW_3(t-6),FLOW_4(t-1),FLOW_4(t-2),FLOW_4(t-3),FLOW_4(t-4),FLOW_4(t-5),FLOW_4(t-6),FLOW_5(t-1),FLOW_5(t-2),FLOW_5(t-3),FLOW_5(t-4),FLOW_5(t-5),FLOW_5(t-6),PRCP_CA002300902(t-1),PRCP_CA002300902(t-2),PRCP_CA002300902(t-3),PRCP_CA002300902(t-4),PRCP_CA002300902(t-5),PRCP_CA002300902(t-6),PRCP_GLE00147001(t-1),PRCP_GLE00147001(t-2),PRCP_GLE00147001(t-3),PRCP_GLE00147001(t-4),PRCP_GLE00147001(t-5),PRCP_GLE00147001(t-6),PRCP_NOE00105467(t-1),PRCP_NOE00105467(t-2),PRCP_NOE00105467(t-3),PRCP_NOE00105467(t-4),PRCP_NOE00105467(t-5),PRCP_NOE00105467(t-6),PRCP_SV000020107(t-1),PRCP_SV000020107(t-2),PRCP_SV000020107(t-3),PRCP_SV000020107(t-4),PRCP_SV000020107(t-5),PRCP_SV000020107(t-6),PRCP_USW00026533(t-1),PRCP_USW00026533(t-2),PRCP_USW00026533(t-3),PRCP_USW00026533(t-4),PRCP_USW00026533(t-5),PRCP_USW00026533(t-6),SNWD_CA002300902(t-1),SNWD_CA002300902(t-2),SNWD_CA002300902(t-3),SNWD_CA002300902(t-4),SNWD_CA002300902(t-5),SNWD_CA002300902(t-6),SNWD_NO000001026(t-1),SNWD_NO000001026(t-2),SNWD_NO000001026(t-3),SNWD_NO000001026(t-4),SNWD_NO000001026(t-5),SNWD_NO000001026(t-6),SNWD_USW00026533(t-1),SNWD_USW00026533(t-2),SNWD_USW00026533(t-3),SNWD_USW00026533(t-4),SNWD_USW00026533(t-5),SNWD_USW00026533(t-6),TMAX_CA002200675(t-1),TMAX_CA002200675(t-2),TMAX_CA002200675(t-3),TMAX_CA002200675(t-4),TMAX_CA002200675(t-5),TMAX_CA002200675(t-6),TMAX_FI000007501(t-1),TMAX_FI000007501(t-2),TMAX_FI000007501(t-3),TMAX_FI000007501(t-4),TMAX_FI000007501(t-5),TMAX_FI000007501(t-6),TMAX_JNM00001001(t-1),TMAX_JNM00001001(t-2),TMAX_JNM00001001(t-3),TMAX_JNM00001001(t-4),TMAX_JNM00001001(t-5),TMAX_JNM00001001(t-6),TMAX_RSM00020087(t-1),TMAX_RSM00020087(t-2),TMAX_RSM00020087(t-3),TMAX_RSM00020087(t-4),TMAX_RSM00020087(t-5),TMAX_RSM00020087(t-6),TMAX_SV000001008(t-1),TMAX_SV000001008(t-2),TMAX_SV000001008(t-3),TMAX_SV000001008(t-4),TMAX_SV000001008(t-5),TMAX_SV000001008(t-6),TMAX_USW00026533(t-1),TMAX_USW00026533(t-2),TMAX_USW00026533(t-3),TMAX_USW00026533(t-4),TMAX_USW00026533(t-5),TMAX_USW00026533(t-6),TMIN_CA002200675(t-1),TMIN_CA002200675(t-2),TMIN_CA002200675(t-3),TMIN_CA002200675(t-4),TMIN_CA002200675(t-5),TMIN_CA002200675(t-6),TMIN_JNM00001001(t-1),TMIN_JNM00001001(t-2),TMIN_JNM00001001(t-3),TMIN_JNM00001001(t-4),TMIN_JNM00001001(t-5),TMIN_JNM00001001(t-6),TMIN_NOE00104443(t-1),TMIN_NOE00104443(t-2),TMIN_NOE00104443(t-3),TMIN_NOE00104443(t-4),TMIN_NOE00104443(t-5),TMIN_NOE00104443(t-6),TMIN_RSM00021931(t-1),TMIN_RSM00021931(t-2),TMIN_RSM00021931(t-3),TMIN_RSM00021931(t-4),TMIN_RSM00021931(t-5),TMIN_RSM00021931(t-6),TMIN_SV000001008(t-1),TMIN_SV000001008(t-2),TMIN_SV000001008(t-3),TMIN_SV000001008(t-4),TMIN_SV000001008(t-5),TMIN_SV000001008(t-6),SNOW_USW00026616(t-1),SNOW_USW00026616(t-2),SNOW_USW00026616(t-3),SNOW_USW00026616(t-4),SNOW_USW00026616(t-5),SNOW_USW00026616(t-6),SNOW_USW00027502(t-1),SNOW_USW00027502(t-2),SNOW_USW00027502(t-3),SNOW_USW00027502(t-4),SNOW_USW00027502(t-5),SNOW_USW00027502(t-6),SIT_1(t)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.891147468,-0.911944049,-0.499788213,-1.127444715,-1.265380401,-1.341202142,-1.677577737,-1.951664399,-1.303937571,-1.102111363,-0.934028822,-0.823035588,-1.516439005,-0.639672082,2.304378754,1.191265943,-0.282644735,-0.654850984,-1.020684395,1.021435682,0.061704978,-1.369794758,0.234315061,-1.881819851,-2.051489934,-1.132761429,2.084149002,0.441291337,1.484383037,-0.055192936,-0.197695745,0.676794263,0.394577846,-1.954866813,1.577954883,-1.3627335,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,-1.150170429,-1.242556708,-0.219722225,0.255890837,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,-1.150170429,-1.242556708,-0.219722225,0.255890837,0.252544861,0.254406737,0.0563315,-0.365931346,-0.26011462,-0.594691475,-0.360225558,-0.764643488,-0.498109654,-0.363505614,-0.854378071,-0.483509225,0.025759744,0.017050222,-0.187805437,-0.360435275,-0.783702133,-0.883892616,-0.850783454,-0.85347628,-0.883443069,-0.698244785,0.05084463,0.510412224,-0.862054939,-0.520510865,-0.005248005,0.127642767,-0.461665711,-0.696946554,-1.39556673,-0.256990491,0.214714722,0.737485217,0.807423213,1.114489796,-0.332590788,-0.109400432,-0.221132089,-0.48186994,0.076120621,0.59858014,0.660806799,0.877622193,1.672702983,-0.395065288,-0.276045348,-1.865834813,-0.046271469,0.031258157,0.149439395,0.05763732,-0.408108405,-0.704070204,-0.634832328,-0.509270071,-0.245047218,-0.146981448,0.450085776,0.524597571,1.450330619,0.855213038,-1.136717797,-0.705572523,-0.871172935,-0.906256296,0.699761229,1.620516319,-0.773741131,-0.226827106,-0.203755557,-0.848398359,2.716776067,1.381833522,-1.064720449,-1.795608501,-1.618688032,-1.858340073,-0.186382619,-1.850780635,-1.418236473,-0.715924589,-0.288624065,-0.497353539,-0.278463093,0.456460721,-1.743039181,0.291951581,-0.169497313,-0.672365939,-1.157071099,-0.910457206,3.615512972,-0.396877247,0.257909416,-1.332330901,0.147963401,-0.746605465,0.133834341,-0.021089459,-0.033984426,-0.970848017,-0.881951317,-0.845428443,-0.593020317,-0.518963981,-0.718191757,-0.608968992,-0.742603247,-0.597797143,0.600678079,0.242711486,1.105550806,-0.41691455,-1.789733426,1.174578492,-1.116888156,-0.192420002,-0.253320964,-0.529591281,-0.385343794,3.613343443,1.711075292,2.108648138,1.630484622,1.650281245,-0.15430335,-0.162649464,1.85183362,1.805398606,1.438408628,0.890317545,0,0,-0.762963663,-0.510902586,-0.073109338,-0.217351144,-0.635578193,-2.256169271,-1.613482703,-0.827306562,0.054927779,1.490045009,-0.750888215,-0.162278449,0.242773273,-1.19017804,-0.453218465,-0.965044081,-0.935478399,-0.669335844,-0.703700945,-0.076871535,-0.447673016,-3.000556616,0.339108172,0.231117033,-0.755407487,-0.509630775,-1.397162963,-0.895352107,-0.536966338,-0.837727797,0.014135588,0.029594435,-0.97749614,-1.481356645,1.122611032,-2.141367578,0.017609752,0.333055906,0.230490553,0.277698652,-1.106286715,-2.538217664,-1.617740598,-1.532154938,-0.08262171,1.28702502,-0.742325234,-0.464745553,-0.413981515,-0.131332049,-0.842561587,-2.449463573,0.233095763,0.450723234,-0.97852549,-1.268806382,-1.093259169,-2.018742239,-1.255506332,-0.042972459,-1.88754202,-0.442439841,0.544625097,-0.061277965,-0.565761506,-1.208913161,-1.009979867,-0.161268986,-1.242019323,-1.550164185,-0.15430335,-0.215829231,-0.655039211,-0.476964437,-0.736049604,-0.845756943,-0.515816456,-0.861822318,-0.875654309,-0.971103223,-0.548475675,-0.258973195,1.831682688
-0.848643787,-0.891147468,-0.911944049,-0.499788213,-1.127444715,-1.265380401,-1.341202142,-1.677577737,-1.951664399,-1.303937571,-1.102111363,-0.934028822,-0.404073476,-1.516439005,-0.639672082,2.304378754,1.191265943,-0.282644735,-0.654850984,-1.020684395,1.021435682,0.061704978,-1.369794758,0.234315061,-0.722604081,-2.051489934,-1.132761429,2.084149002,0.441291337,1.484383037,-0.055192936,-0.197695745,0.676794263,0.394577846,-1.954866813,1.577954883,-0.254196195,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,-1.150170429,-1.242556708,-0.219722225,-0.254196195,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,-1.150170429,-1.242556708,-0.219722225,-0.802941839,0.252544861,0.254406737,0.0563315,-0.365931346,-0.26011462,-0.594691475,-0.360225558,-0.764643488,-0.498109654,-0.363505614,-0.854378071,0.073376405,0.025759744,0.017050222,-0.187805437,-0.360435275,-0.783702133,-0.883892616,-0.850783454,-0.85347628,-0.883443069,-0.698244785,0.05084463,-1.749971829,-0.862054939,-0.520510865,-0.005248005,0.127642767,-0.461665711,-0.696946554,-1.39556673,-0.256990491,0.214714722,0.737485217,0.807423213,0.759638434,-0.332590788,-0.109400432,-0.221132089,-0.48186994,0.076120621,0.59858014,0.660806799,0.877622193,1.672702983,-0.395065288,-0.276045348,-0.335081105,-0.046271469,0.031258157,0.149439395,0.05763732,-0.408108405,-0.704070204,-0.634832328,-0.509270071,-0.245047218,-0.146981448,0.450085776,0.194614966,1.450330619,0.855213038,-1.136717797,-0.705572523,-0.871172935,-0.293148786,0.699761229,1.620516319,-0.773741131,-0.226827106,-0.203755557,0.841334329,2.716776067,1.381833522,-1.064720449,-1.795608501,-1.618688032,-1.284191824,-0.186382619,-1.850780635,-1.418236473,-0.715924589,-0.288624065,-0.603448721,-0.278463093,0.456460721,-1.743039181,0.291951581,-0.169497313,-1.364602139,-1.157071099,-0.910457206,3.615512972,-0.396877247,0.257909416,-0.146928851,0.147963401,-0.746605465,0.133834341,-0.021089459,-0.033984426,-0.907673299,-0.881951317,-0.845428443,-0.593020317,-0.518963981,-0.718191757,-0.27713709,-0.742603247,-0.597797143,0.600678079,0.242711486,1.105550806,-1.246133654,-1.789733426,1.174578492,-1.116888156,-0.192420002,-0.253320964,-0.357406189,-0.385343794,3.613343443,1.711075292,2.108648138,1.630484622,-0.15430335,-0.15430335,-0.162649464,1.85183362,1.805398606,1.438408628,0,0,0,-0.762963663,-0.510902586,-0.073109338,-1.293049442,-0.635578193,-2.256169271,-1.613482703,-0.827306562,0.054927779,-1.292453192,-0.750888215,-0.162278449,0.242773273,-1.19017804,-0.453218465,-0.484452885,-0.935478399,-0.669335844,-0.703700945,-0.076871535,-0.447673016,1.134625653,0.339108172,0.231117033,-0.755407487,-0.509630775,-1.397162963,-0.519440091,-0.536966338,-0.837727797,0.014135588,0.029594435,-0.97749614,1.761071485,1.122611032,-2.141367578,0.017609752,0.333055906,0.230490553,-1.750630112,-1.106286715,-2.538217664,-1.617740598,-1.532154938,-0.08262171,-0.307491025,-0.742325234,-0.464745553,-0.413981515,-0.131332049,-0.842561587,-0.617958216,0.233095763,0.450723234,-0.97852549,-1.268806382,-1.093259169,-0.183796802,-1.255506332,-0.042972459,-1.88754202,-0.442439841,0.544625097,-0.439681314,-0.565761506,-1.208913161,-1.009979867,-0.161268986,-1.242019323,0,-0.15430335,-0.215829231,-0.655039211,-0.476964437,-0.736049604,-0.663059849,-0.515816456,-0.861822318,-0.875654309,-0.971103223,-0.548475675,2.496376841
-1.346019847,-0.848643787,-0.891147468,-0.911944049,-0.499788213,-1.127444715,-1.265380401,-1.341202142,-1.677577737,-1.951664399,-1.303937571,-1.102111363,-0.703475497,-0.404073476,-1.516439005,-0.639672082,2.304378754,1.191265943,-0.282644735,-0.654850984,-1.020684395,1.021435682,0.061704978,-1.369794758,-0.046028602,-0.722604081,-2.051489934,-1.132761429,2.084149002,0.441291337,1.484383037,-0.055192936,-0.197695745,0.676794263,0.394577846,-1.954866813,-0.132776927,-0.254196195,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,-1.150170429,-1.242556708,-0.132776927,-0.254196195,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,-1.150170429,-1.242556708,-0.247327112,-0.802941839,0.252544861,0.254406737,0.0563315,-0.365931346,-0.26011462,-0.594691475,-0.360225558,-0.764643488,-0.498109654,-0.363505614,0.129868211,0.073376405,0.025759744,0.017050222,-0.187805437,-0.360435275,-0.783702133,-0.883892616,-0.850783454,-0.85347628,-0.883443069,-0.698244785,-0.237065248,-1.749971829,-0.862054939,-0.520510865,-0.005248005,0.127642767,-0.461665711,-0.696946554,-1.39556673,-0.256990491,0.214714722,0.737485217,0.003946324,0.759638434,-0.332590788,-0.109400432,-0.221132089,-0.48186994,0.076120621,0.59858014,0.660806799,0.877622193,1.672702983,-0.395065288,-0.277450622,-0.335081105,-0.046271469,0.031258157,0.149439395,0.05763732,-0.408108405,-0.704070204,-0.634832328,-0.509270071,-0.245047218,-0.146981448,0.029804192,0.194614966,1.450330619,0.855213038,-1.136717797,-0.705572523,-0.140093469,-0.293148786,0.699761229,1.620516319,-0.773741131,-0.226827106,-0.306380718,0.841334329,2.716776067,1.381833522,-1.064720449,-1.795608501,-1.498378297,-1.284191824,-0.186382619,-1.850780635,-1.418236473,-0.715924589,-0.614969696,-0.603448721,-0.278463093,0.456460721,-1.743039181,0.291951581,-1.141536424,-1.364602139,-1.157071099,-0.910457206,3.615512972,-0.396877247,-0.601475732,-0.146928851,0.147963401,-0.746605465,0.133834341,-0.021089459,-0.808658147,-0.907673299,-0.881951317,-0.845428443,-0.593020317,-0.518963981,-0.559201998,-0.27713709,-0.742603247,-0.597797143,0.600678079,0.242711486,-0.635142594,-1.246133654,-1.789733426,1.174578492,-1.116888156,-0.192420002,-0.516909424,-0.357406189,-0.385343794,3.613343443,1.711075292,2.108648138,0.005098164,-0.15430335,-0.15430335,-0.162649464,1.85183362,1.805398606,-0.231987757,0,0,0,-0.762963663,-0.510902586,0.017163951,-1.293049442,-0.635578193,-2.256169271,-1.613482703,-0.827306562,-0.970207529,-1.292453192,-0.750888215,-0.162278449,0.242773273,-1.19017804,-0.882657442,-0.484452885,-0.935478399,-0.669335844,-0.703700945,-0.076871535,0.085271121,1.134625653,0.339108172,0.231117033,-0.755407487,-0.509630775,-1.617582483,-0.519440091,-0.536966338,-0.837727797,0.014135588,0.029594435,1.201153539,1.761071485,1.122611032,-2.141367578,0.017609752,0.333055906,-0.04375496,-1.750630112,-1.106286715,-2.538217664,-1.617740598,-1.532154938,-0.488731559,-0.307491025,-0.742325234,-0.464745553,-0.413981515,-0.131332049,-1.906656212,-0.617958216,0.233095763,0.450723234,-0.97852549,-1.268806382,-0.96060847,-0.183796802,-1.255506332,-0.042972459,-1.88754202,-0.442439841,-1.96141221,-0.439681314,-0.565761506,-1.208913161,-1.009979867,-0.161268986,-0.507029655,0,-0.15430335,-0.215829231,-0.655039211,-0.476964437,0.486703027,-0.663059849,-0.515816456,-0.861822318,-0.875654309,-0.971103223,2.257025947
-1.336360288,-1.346019847,-0.848643787,-0.891147468,-0.911944049,-0.499788213,-1.127444715,-1.265380401,-1.341202142,-1.677577737,-1.951664399,-1.303937571,-1.610543886,-0.703475497,-0.404073476,-1.516439005,-0.639672082,2.304378754,1.191265943,-0.282644735,-0.654850984,-1.020684395,1.021435682,0.061704978,-0.461818284,-0.046028602,-0.722604081,-2.051489934,-1.132761429,2.084149002,0.441291337,1.484383037,-0.055192936,-0.197695745,0.676794263,0.394577846,0.308947857,-0.132776927,-0.254196195,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,-1.150170429,0.308947857,-0.132776927,-0.254196195,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,-1.150170429,0.501048279,-0.247327112,-0.802941839,0.252544861,0.254406737,0.0563315,-0.365931346,-0.26011462,-0.594691475,-0.360225558,-0.764643488,-0.498109654,0.200992259,0.129868211,0.073376405,0.025759744,0.017050222,-0.187805437,-0.360435275,-0.783702133,-0.883892616,-0.850783454,-0.85347628,-0.883443069,0.306324587,-0.237065248,-1.749971829,-0.862054939,-0.520510865,-0.005248005,0.127642767,-0.461665711,-0.696946554,-1.39556673,-0.256990491,0.214714722,-0.232940985,0.003946324,0.759638434,-0.332590788,-0.109400432,-0.221132089,-0.48186994,0.076120621,0.59858014,0.660806799,0.877622193,1.672702983,0.246057227,-0.277450622,-0.335081105,-0.046271469,0.031258157,0.149439395,0.05763732,-0.408108405,-0.704070204,-0.634832328,-0.509270071,-0.245047218,1.070553842,0.029804192,0.194614966,1.450330619,0.855213038,-1.136717797,1.259910767,-0.140093469,-0.293148786,0.699761229,1.620516319,-0.773741131,-0.993008328,-0.306380718,0.841334329,2.716776067,1.381833522,-1.064720449,-1.816651786,-1.498378297,-1.284191824,-0.186382619,-1.850780635,-1.418236473,-1.798021979,-0.614969696,-0.603448721,-0.278463093,0.456460721,-1.743039181,0.629081861,-1.141536424,-1.364602139,-1.157071099,-0.910457206,3.615512972,2.917149594,-0.601475732,-0.146928851,0.147963401,-0.746605465,0.133834341,1.853819719,-0.808658147,-0.907673299,-0.881951317,-0.845428443,-0.593020317,0.627671017,-0.559201998,-0.27713709,-0.742603247,-0.597797143,0.600678079,-1.192179614,-0.635142594,-1.246133654,-1.789733426,1.174578492,-1.116888156,1.934668083,-0.516909424,-0.357406189,-0.385343794,3.613343443,1.711075292,0.954851108,0.005098164,-0.15430335,-0.15430335,-0.162649464,1.85183362,-0.05745598,-0.231987757,0,0,0,-0.762963663,-2.192645751,0.017163951,-1.293049442,-0.635578193,-2.256169271,-1.613482703,-0.577777582,-0.970207529,-1.292453192,-0.750888215,-0.162278449,0.242773273,-0.25006417,-0.882657442,-0.484452885,-0.935478399,-0.669335844,-0.703700945,0.666479049,0.085271121,1.134625653,0.339108172,0.231117033,-0.755407487,-0.254103718,-1.617582483,-0.519440091,-0.536966338,-0.837727797,0.014135588,-0.911547571,1.201153539,1.761071485,1.122611032,-2.141367578,0.017609752,-2.220940976,-0.04375496,-1.750630112,-1.106286715,-2.538217664,-1.617740598,-0.837881974,-0.488731559,-0.307491025,-0.742325234,-0.464745553,-0.413981515,-2.139823565,-1.906656212,-0.617958216,0.233095763,0.450723234,-0.97852549,-0.155923983,-0.96060847,-0.183796802,-1.255506332,-0.042972459,-1.88754202,-0.730852274,-1.96141221,-0.439681314,-0.565761506,-1.208913161,-1.009979867,-0.178976039,-0.507029655,0,-0.15430335,-0.215829231,-0.655039211,-1.119162014,0.486703027,-0.663059849,-0.515816456,-0.861822318,-0.875654309,2.140248987
-0.833312347,-1.336360288,-1.346019847,-0.848643787,-0.891147468,-0.911944049,-0.499788213,-1.127444715,-1.265380401,-1.341202142,-1.677577737,-1.951664399,-0.370718038,-1.610543886,-0.703475497,-0.404073476,-1.516439005,-0.639672082,2.304378754,1.191265943,-0.282644735,-0.654850984,-1.020684395,1.021435682,0.864016311,-0.461818284,-0.046028602,-0.722604081,-2.051489934,-1.132761429,2.084149002,0.441291337,1.484383037,-0.055192936,-0.197695745,0.676794263,0.099248314,0.308947857,-0.132776927,-0.254196195,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,0.099248314,0.308947857,-0.132776927,-0.254196195,-0.087640604,0.171184792,-0.063395541,-0.159198907,-0.548550506,-0.929069121,-1.06754927,-1.052063431,0.196412334,0.501048279,-0.247327112,-0.802941839,0.252544861,0.254406737,0.0563315,-0.365931346,-0.26011462,-0.594691475,-0.360225558,-0.764643488,-0.206294192,0.200992259,0.129868211,0.073376405,0.025759744,0.017050222,-0.187805437,-0.360435275,-0.783702133,-0.883892616,-0.850783454,-0.85347628,0.411155851,0.306324587,-0.237065248,-1.749971829,-0.862054939,-0.520510865,-0.005248005,0.127642767,-0.461665711,-0.696946554,-1.39556673,-0.256990491,0.599177188,-0.232940985,0.003946324,0.759638434,-0.332590788,-0.109400432,-0.221132089,-0.48186994,0.076120621,0.59858014,0.660806799,0.877622193,0.576930015,0.246057227,-0.277450622,-0.335081105,-0.046271469,0.031258157,0.149439395,0.05763732,-0.408108405,-0.704070204,-0.634832328,-0.509270071,0.898844765,1.070553842,0.029804192,0.194614966,1.450330619,0.855213038,-1.654334842,1.259910767,-0.140093469,-0.293148786,0.699761229,1.620516319,-1.512490156,-0.993008328,-0.306380718,0.841334329,2.716776067,1.381833522,-1.038297386,-1.816651786,-1.498378297,-1.284191824,-0.186382619,-1.850780635,-1.103920109,-1.798021979,-0.614969696,-0.603448721,-0.278463093,0.456460721,-0.44343277,0.629081861,-1.141536424,-1.364602139,-1.157071099,-0.910457206,-0.374777482,2.917149594,-0.601475732,-0.146928851,0.147963401,-0.746605465,0.608053077,1.853819719,-0.808658147,-0.907673299,-0.881951317,-0.845428443,1.700735249,0.627671017,-0.559201998,-0.27713709,-0.742603247,-0.597797143,0.321835448,-1.192179614,-0.635142594,-1.246133654,-1.789733426,1.174578492,2.724459397,1.934668083,-0.516909424,-0.357406189,-0.385343794,3.613343443,0.276170599,0.954851108,0.005098164,-0.15430335,-0.15430335,-0.162649464,1.762229961,-0.05745598,-0.231987757,0,0,0,0.032396497,-2.192645751,0.017163951,-1.293049442,-0.635578193,-2.256169271,-0.418487415,-0.577777582,-0.970207529,-1.292453192,-0.750888215,-0.162278449,-2.01213359,-0.25006417,-0.882657442,-0.484452885,-0.935478399,-0.669335844,0.201703642,0.666479049,0.085271121,1.134625653,0.339108172,0.231117033,-0.658991284,-0.254103718,-1.617582483,-0.519440091,-0.536966338,-0.837727797,1.154209704,-0.911547571,1.201153539,1.761071485,1.122611032,-2.141367578,-0.411986215,-2.220940976,-0.04375496,-1.750630112,-1.106286715,-2.538217664,-2.187630291,-0.837881974,-0.488731559,-0.307491025,-0.742325234,-0.464745553,-0.860890819,-2.139823565,-1.906656212,-0.617958216,0.233095763,0.450723234,0.843878952,-0.155923983,-0.96060847,-0.183796802,-1.255506332,-0.042972459,-0.936259911,-0.730852274,-1.96141221,-0.439681314,-0.565761506,-1.208913161,-0.31219401,-0.178976039,-0.507029655,0,-0.15430335,-0.215829231,-0.242350733,-1.119162014,0.486703027,-0.663059849,-0.515816456,-0.861822318,1.935626635
